"TTD_id" "gene_name"
"T89793" "TBL1XR1"
"T95661" "TM6SF2"
"T86910" "NLRP1"
"T90464" "PDGFD"
"T13039" "EIF5A2"
"T55005" "NUAK2"
"T85823" "SVIL"
"T31060" "OR51E2"
"T03023" "SRMS"
"T47731" "CHMP4B"
"T57818" "RNPEP"
"T40698" "FAM83D"
"T49593" "LIN28A"
"T55667" "PLEKHA5"
"T20296" "EML4"
"T78992" "NEK6"
"T69184" "TRPM3"
"T10918" "TRPC7"
"T98320" "Pseudo pslG"
"T32306" "Malaria sub2"
"T93909" "PALMD"
"T89780" "Trem1"
"T57613" "KCNK9"
"T84706" "CD320"
"T75419" "FANCF"
"T14196" "RIC8A"
"T54646" "TCF7L2"
"T72236" "RTN4"
"T78150" "DIABLO"
"T59510" "PDGFC"
"T44305" "SLC17A5"
"T74425" "GLRX2"
"T90905" "KCND1"
"T61316" "GJB4"
"T64642" "IMP3"
"T93337" "SLC38A7"
"T79501" "PRMT7"
"T44961" "RIC8B"
"T01255" "STK32B"
"T89521" "DTL"
"T85545" "TRPM5"
"T18978" "PKD2L1"
"T02891" "HTR5B"
"T66396" "EIF2AK4"
"T93511" "Bact plcN"
"T25740" "Malaria dhfs-fpgs"
"T17291" "RHCG"
"T10125" "DKK2"
"T67837" "STK39"
"T88567" "CD300A"
"T15745" "BAZ2B"
"T95682" "BAZ2A"
"T86025" "ANXA10"
"T35161" "HSPB8"
"T90071" "MYH2"
"T98577" "ITGA11"
"T82955" "RAB22A"
"T27466" "BRPF3"
"T62643" "KCNH3"
"T27819" "MAD1L1"
"T44585" "SH2B3"
"T34408" "Fung klse"
"T83701" "Fung pyroA"
"T52513" "Viru pcp"
"T68237" "Pseudo algR1"
"T90439" "JAG2"
"T21038" "NOD1"
"T10756" "RCE1"
"T78943" "NISCH"
"T65689" "NISCH"
"T75644" "SUGT1"
"T32386" "MRC2"
"T27600" "TACC3"
"T30614" "GJA3"
"T46814" "SLCO1B1"
"T72944" "ROBO1"
"T85746" "TNFRSF11A"
"T74777" "Influ HA mRNA"
"T15381" "Influ PB2 mRNA"
"T19527" "Influ Env mRNA"
"T24979" "Influ NP mRNA"
"T72614" "ADGRL1"
"T25220" "CMV IE mRNA"
"T71342" "HPV-18 E7 mRNA"
"T29672" "GLI2"
"T31665" "TCF3-PBX1"
"T13059" "Fung PRP8"
"T92128" "ID1"
"T03571" "CTCFL"
"T42413" "HYPRU LysOX"
"T95640" "Pseudo KerV"
"T55817" "Candi SGT1"
"T22135" "Stap-coc Pmt"
"T11858" "GABRR3"
"T86074" "sch P2X"
"T88838" "CMV pUL71"
"T33712" "MycB aroK"
"T20256" "HAX1"
"T80858" "GPR31"
"T47498" "SLC1A7"
"T00488" "P2RY10"
"T49208" "GABRP"
"T39811" "SDHD"
"T92477" "SOCS3"
"T53070" "UNC13B"
"T60362" "TAAR5"
"T77344" "LSM1"
"T56588" "GRIN2D"
"T06800" "SOCS1"
"T21715" "MSI1"
"T76540" "SPRY1"
"T94627" "SLC28A2"
"T97897" "PLIN1"
"T47966" "GNG7"
"T95997" "SLC19A2"
"T14144" "OPHN1"
"T16336" "GPR32"
"T01151" "SPAG6"
"T55948" "SLC22A3"
"T58548" "STC2"
"T20594" "Stre frr"
"T34064" "SLCO2B1"
"T95621" "ZWINT"
"T71859" "WISP1"
"T95605" "NTSR2"
"T57907" "CD160"
"T28012" "RECK"
"T27418" "APC2"
"T19027" "CCNE2"
"T01865" "Malaria ht1"
"T33318" "MAS1"
"T43850" "HIV gp41-Influ HA"
"T56636" "HIV Tat-TAR PPI"
"T71317" "TFAP2A"
"T67883" "DCN"
"T36508" "HELPY HspA"
"T09067" "CALCB"
"T96669" "CLU"
"T02723" "IRF1"
"T97201" "SPN"
"T36325" "HIST1H1D"
"T71190" "STMN1"
"T15811" "HRC"
"T99665" "GABRR1"
"T36423" "CRHBP"
"T65906" "CD24"
"T25705" "FPR3"
"T12974" "HMGB2"
"T97960" "KLRK1-ULBP1/ULBP2/ULBP3"
"T52651" "MAP4"
"T90682" "GABRR2"
"T56290" "HOXA11"
"T97413" "BRS3"
"T59577" "GPR183"
"T49085" "SOX5"
"T62977" "Bact rbbA"
"T13175" "WNT5A"
"T82979" "Stre-coc psaA"
"T51569" "MCAM"
"T93848" "MAGEA2"
"T13484" "LPAR6"
"T31227" "GPR3"
"T00569" "SLCO1A2"
"T37360" "GPR12"
"T08446" "SLC6A12"
"T30163" "SLC1A6"
"T97135" "NES"
"T93580" "RGS4"
"T16459" "CDKN1C"
"T12290" "GNAQ"
"T56104" "SERPINH1"
"T69091" "P2RX1"
"T48166" "HMGA2"
"T06064" "SLC25A1"
"T59690" "Candi MNN9"
"T90652" "RARS-MAD1L1"
"T05324" "CSE1L"
"T29594" "TMBIM6"
"T60042" "MAZ"
"T45357" "BTG1"
"T23311" "GABRE"
"T90665" "DLG4-NOS1"
"T37328" "Malaria HRP II"
"T26381" "MycB pimA"
"T17362" "Fung pma"
"T65239" "RHAG"
"T04599" "IRF8"
"T22547" "REL"
"T22284" "ICA1"
"T90408" "EV VP30-NP PPI"
"T96859" "SPOCK1"
"T10798" "Malaria PvSERA4"
"T86062" "SCAP"
"T99829" "FOXC1"
"T68876" "GRIK3"
"T18571" "BAGE"
"T33902" "GPR17"
"T70685" "MOBP"
"T02259" "RUNX2"
"T03317" "LY6D"
"T72267" "GPR18"
"T96242" "FAT1"
"T76678" "ITPR2"
"T59856" "GPNMB"
"T72595" "GRIN2C"
"T87588" "GRIK4"
"T90843" "ENOX2"
"T30219" "C3AR1"
"T90334" "YFM EOF1"
"T57843" "LY6K"
"T83064" "Leishm LACK"
"T39684" "HLA-DQB2"
"T26923" "ABAD"
"T97858" "Stre gapN"
"T80966" "ANXA2R"
"T32938" "SLC36A2"
"T47510" "AMOT"
"T93722" "FNDC1"
"T41075" "RABL3"
"T72032" "GPRC6A"
"T75307" "EBV NA"
"T36721" "EBV LMP2A"
"T93727" "SFRP4"
"T94485" "ANO7"
"T32232" "SLC8B1"
"T43778" "PHLDB3"
"T57923" "RHE-CD140a"
"T38041" "CSPG4"
"T96398" "ATRAID"
"T58513" "OLFM4"
"T24938" "WEEV E1"
"T25728" "SLC29A4"
"T13937" "MycB rpoB"
"T31935" "SLC36A1"
"T82309" "KCNK18"
"T61909" "DAAM2"
"T36576" "CD163"
"T31603" "LAPTM4B"
"T78127" "SLC47A2"
"T69336" "SLC22A16"
"T15552" "CATSPER3"
"T02328" "TMEM219"
"T29363" "NME9"
"T81547" "SLC13A5"
"T22641" "BoDV p56"
"T14224" "Viru VP7"
"T62936" "YY1AP1"
"T54473" "SLC15A3"
"T09132" "TNS4"
"T12623" "DYNAP"
"T09063" "SLC15A4"
"T32434" "CATSPER1"
"T96542" "SHCBP1"
"T04497" "PROKR2"
"T32912" "CTCFL"
"T38183" "VANGL1"
"T68834" "OXER1"
"T86817" "SLC38A5"
"T97314" "NRG4"
"T95730" "SCG3"
"T74607" "RAPGEF4"
"T95359" "SALTI STY0351"
"T86226" "AQP3"
"T22368" "NELL1"
"T94942" "PRG4"
"T22603" "Leishm EF1A"
"T13252" "SLC38A4"
"T97322" "SLCO4A1"
"T59136" "PINX1"
"T52719" "PAGE5"
"T57253" "MRGPRX1"
"T96179" "GPR137"
"T69476" "CATSPER2"
"T63393" "OXGR1"
"T96273" "SLC38A2"
"T95783" "RSF1"
"T55201" "KSHV vGPCR"
"T75351" "SLC38A3"
"T58130" "LPAR4"
"T15888" "CMKLR1"
"T54982" "SLC6A7"
"T70633" "SUCNR1"
"T87661" "GPR174"
"T69393" "GPR63"
"T55932" "SLC19A3"
"T38428" "FOXQ1"
"T02343" "Bact cft"
"T37505" "GPR88"
"T04210" "NMUR2"
"T79780" "NPFFR1"
"T83143" "SLC5A7"
"T18616" "LPAR5"
"T15822" "SLC6A17"
"T30844" "SLC38A1"
"T00088" "PIGU"
"T83382" "NMUR1"
"T38464" "LY9"
"T29712" "PLAC1"
"T02565" "SLCO1B3"
"T55465" "NRN1"
"T27170" "SCUBE2"
"T96393" "ARHGEF3"
"T88944" "RXFP3"
"T16923" "CNTLN"
"T67246" "STAB1"
"T38157" "SLCO1C1"
"T96236" "FOXJ2"
"T82922" "TAAR3P"
"T84019" "CLCF1"
"T73533" "KAAG1"
"T99255" "SLCO3A1"
"T75962" "STOML2"
"T52112" "HER-2"
"T26741" "TBX21"
"T58264" "TPCN1"
"T58674" "APLN"
"T47818" "SLC6A14"
"T15161" "GABRQ"
"T63465" "GPR132"
"T58890" "SLC12A4"
"T73859" "GPR34"
"T55968" "Stre-coc speG"
"T75947" "SSX2IP"
"T95922" "RPH3A"
"T90818" "NPFFR2"
"T83320" "SLC12A7"
"T47583" "WRN"
"T74839" "CDK13"
