"","TargetID","DrugID","Highest_status","MOA","Gene_name"
"39170","T09572","D0R0YB","Patented","Antagonist","MCHR1"
"39171","T12119","D0I0MT","Patented","Inhibitor","SCN9A"
"39172","T12119","D0TA8W","Patented","Inhibitor","SCN9A"
"39173","T12119","D0VY1Y","Patented","Inhibitor","SCN9A"
"39174","T12119","D0W6ZS","Patented","Blocker","SCN9A"
"39175","T14912","D0JZ4W","Patented","Inhibitor","MCL1"
"39176","T16042","D0OW2D","Patented","Inhibitor","ALOX15"
"39177","T16739","D01CIK","Patented","Inhibitor","KDM1A"
"39178","T16739","D04OEV","Patented","Inhibitor","KDM1A"
"39179","T16739","D06VMN","Patented","Inhibitor","KDM1A"
"39180","T16739","D07LKA","Patented","Inhibitor","KDM1A"
"39181","T16739","D07NTA","Patented","Inhibitor","KDM1A"
"39182","T16739","D0YI0V","Patented","Inhibitor","KDM1A"
"39183","T16769","D00VXV","Patented","Antagonist","XIAP"
"39184","T16769","D01JEH","Patented","Antagonist","XIAP"
"39185","T16769","D03TQU","Patented","Antagonist","XIAP"
"39186","T16769","D08UPQ","Patented","Antagonist","XIAP"
"39187","T16769","D0EZ9G","Patented","Antagonist","XIAP"
"39188","T16769","D0G9CR","Patented","Antagonist","XIAP"
"39189","T16769","D0K2PK","Patented","Antagonist","XIAP"
"39190","T16769","D0NB0V","Patented","Antagonist","XIAP"
"39191","T16769","D0Q1XF","Patented","Antagonist","XIAP"
"39192","T16769","D0S0XT","Patented","Antagonist","XIAP"
"39193","T16769","D0U5TX","Patented","Antagonist","XIAP"
"39194","T16769","D0UT1G","Patented","Antagonist","XIAP"
"39195","T18664","D0LC5Y","Patented","Inhibitor","MGLL"
"39196","T18664","D0YM0G","Patented","Inhibitor","MGLL"
"39197","T20371","D07KNI","Patented","Inhibitor","PRCP"
"39198","T20958","D00JCQ","Patented","Antagonist","NPSR1"
"39199","T20958","D06FJL","Patented","Antagonist","NPSR1"
"39200","T20958","D06FUK","Patented","Antagonist","NPSR1"
"39201","T20958","D0H1LQ","Patented","Antagonist","NPSR1"
"39202","T20958","D0I0BN","Patented","Antagonist","NPSR1"
"39203","T20958","D0K7OV","Patented","Antagonist","NPSR1"
"39204","T20958","D0QN7I","Patented","Antagonist","NPSR1"
"39205","T20958","D0QY3L","Patented","Antagonist","NPSR1"
"39206","T20958","D0S3TL","Patented","Antagonist","NPSR1"
"39207","T20958","D0WI0P","Patented","Antagonist","NPSR1"
"39208","T83875","D03EHC","Patented","Inhibitor","MAOA"
"39209","T83875","D03VGN","Patented","Inhibitor","MAOA"
"39210","T22274","D02YDG","Patented","Inhibitor","HDAC6"
"39211","T22274","D04AMI","Patented","Inhibitor","HDAC6"
"39212","T22274","D0TH3L","Patented","Inhibitor","HDAC6"
"39213","T23172","D01DBB","Patented","Inhibitor","JAK3"
"39214","T23172","D0EX5C","Patented","Inhibitor","JAK3"
"39215","T23172","D0G0FK","Patented","Inhibitor","JAK3"
"39216","T23172","D0WZ8N","Patented","Inhibitor","JAK3"
"39217","T25265","D0A0VH","Patented","Inhibitor","EZH2"
"39218","T25265","D0B4TX","Patented","Inhibitor","EZH2"
"39219","T25265","D0FC9J","Patented","Inhibitor","EZH2"
"39220","T25265","D0LR5O","Patented","Inhibitor","EZH2"
"39221","T25265","D0M4LK","Patented","Inhibitor","EZH2"
"39222","T25265","D0PB6T","Patented","Inhibitor","EZH2"
"39223","T29355","D02WRM","Patented","Inhibitor","DNMT3A"
"39224","T29355","D0HA0J","Patented","Inhibitor","DNMT3A"
"39225","T29355","D0QY0N","Patented","Inhibitor","DNMT3A"
"39226","T29355","D0W9VZ","Patented","Inhibitor","DNMT3A"
"39227","T30082","D01EGC","Patented","Reactivator","ACHE"
"39228","T30082","D01FRI","Patented","Inhibitor","ACHE"
"39229","T30082","D02SQQ","Patented","Inhibitor","ACHE"
"39230","T30082","D03DIQ","Patented","Inhibitor","ACHE"
"39231","T30082","D05QVX","Patented","Inhibitor","ACHE"
"39232","T30082","D05WPG","Patented","Inhibitor","ACHE"
"39233","T30082","D0G9HY","Patented","Inhibitor","ACHE"
"39234","T30082","D0HI1R","Patented","Reactivator","ACHE"
"39235","T30082","D0I7KU","Patented","Inhibitor","ACHE"
"39236","T30082","D0QJ5H","Patented","Inhibitor","ACHE"
"39237","T30082","D0SW0V","Patented","Inhibitor","ACHE"
"39238","T30082","D0UX5I","Patented","Inhibitor","ACHE"
"39239","T34296","D0A9ZW","Patented","Inhibitor","MMP13"
"39240","T34296","D0LS4Y","Patented","Inhibitor","MMP13"
"39241","T34296","D0S3PN","Patented","Inhibitor","MMP13"
"39242","T34296","D0X6GG","Patented","Inhibitor","MMP13"
"39243","T39486","D02GEJ","Patented","Inhibitor","DYRK2"
"39244","T39486","D04SYJ","Patented","Inhibitor","DYRK2"
"39245","T40332","D02IXA","Patented","Inhibitor","ELANE"
"39246","T40556","D03RPJ","Patented","Inhibitor","BRD4"
"39247","T40556","D07CSE","Patented","Inhibitor","BRD4"
"39248","T40556","D0S5ID","Patented","Inhibitor","BRD4"
"39249","T40556","D0Y7YC","Patented","Inhibitor","BRD4"
"39250","T40694","D0S0HQ","Patented","Inhibitor","PLK1"
"39251","T41141","D0X1AF","Patented","Inhibitor","CTSL"
"39252","T42048","D03RPJ","Patented","Inhibitor","BRD3"
"39253","T44818","D04BZI","Patented","Inhibitor","TDO2"
"39254","T44818","D04MIQ","Patented","Inhibitor","TDO2"
"39255","T44818","D05TIP","Patented","Inhibitor","TDO2"
"39256","T44818","D05ZGX","Patented","Inhibitor","TDO2"
"39257","T44818","D0E8XV","Patented","Inhibitor","TDO2"
"39258","T44818","D0F4VD","Patented","Inhibitor","TDO2"
"39259","T44818","D0FF6H","Patented","Inhibitor","TDO2"
"39260","T44818","D0HV0Y","Patented","Inhibitor","TDO2"
"39261","T44818","D0RA7I","Patented","Inhibitor","TDO2"
"39262","T50973","D03ROY","Patented","Inhibitor","KMO"
"39263","T50973","D0Z2JJ","Patented","Inhibitor","KMO"
"39264","T50973","D0ZB9T","Patented","Inhibitor","KMO"
"39265","T51426","D01XIW","Patented","Agonist","NR1H4"
"39266","T51426","D02RCY","Patented","Agonist","NR1H4"
"39267","T51426","D0FC0B","Patented","Agonist","NR1H4"
"39268","T51426","D0KB4T","Patented","Antagonist","NR1H4"
"39269","T51426","D0N4PL","Patented","Agonist","NR1H4"
"39270","T51426","D0YK9Q","Patented","Agonist","NR1H4"
"39271","T52450","D0X6GG","Patented","Inhibitor","MMP1"
"39272","T54156","D00ZZJ","Patented","Inhibitor","MMP9"
"39273","T54156","D09ATD","Patented","Inhibitor","MMP9"
"39274","T54156","D0L6HL","Patented","Inhibitor","MMP9"
"39275","T54156","D0LP0D","Patented","Inhibitor","MMP9"
"39276","T54156","D0X6GG","Patented","Inhibitor","MMP9"
"39277","T55398","D0E5AT","Patented","Inhibitor","IRAK4"
"39278","T55398","D0F2NW","Patented","Inhibitor","IRAK4"
"39279","T55398","D0NT8U","Patented","Inhibitor","IRAK4"
"39280","T55398","D0O6GQ","Patented","Inhibitor","IRAK4"
"39281","T55398","D0YJ1O","Patented","Inhibitor","IRAK4"
"39282","T60857","D0E2TY","Patented","Inhibitor; Antagonist; Blocker","AKR1C3"
"39283","T60857","D0F0PK","Patented","Inhibitor; Antagonist; Blocker","AKR1C3"
"39284","T60857","D0GY2Z","Patented","Inhibitor; Antagonist; Blocker","AKR1C3"
"39285","T62266","D04MIQ","Patented","Inhibitor","IDO2"
"39286","T62266","D0HV0Y","Patented","Inhibitor","IDO2"
"39287","T62460","D0G0FK","Patented","Inhibitor","JAK1"
"39288","T52450","D05GAP","Patented","Inhibitor","MMP1"
"39289","T68251","D0DB0Z","Patented","Inhibitor","MMP2"
"39290","T68251","D0W7HO","Patented","Inhibitor","MMP2"
"39291","T63846","D0E5AT","Patented","Inhibitor","IRAK1"
"39292","T63846","D0F2NW","Patented","Inhibitor","IRAK1"
"39293","T63846","D0NT8U","Patented","Inhibitor","IRAK1"
"39294","T63846","D0O6GQ","Patented","Inhibitor","IRAK1"
"39295","T64765","D0EP0M","Patented","Inverse agonist","HRH3"
"39296","T65501","D02WRM","Patented","Inhibitor","DNMT3B"
"39297","T65501","D0HA0J","Patented","Inhibitor","DNMT3B"
"39298","T65501","D0QY0N","Patented","Inhibitor","DNMT3B"
"39299","T65501","D0W9VZ","Patented","Inhibitor","DNMT3B"
"39300","T67162","D05KKZ","Patented","Ligand","DRD2"
"39301","T67162","D0BZ0N","Patented","Ligand","DRD2"
"39302","T67162","D0D5AH","Patented","Ligand","DRD2"
"39303","T67162","D0N8CU","Patented","Ligand","DRD2"
"39304","T67162","D0RP1J","Patented","Ligand","DRD2"
"39305","T67162","D0SO4O","Patented","Ligand","DRD2"
"39306","T68251","D0A9ZW","Patented","Inhibitor","MMP2"
"39307","T68251","D0LS4Y","Patented","Inhibitor","MMP2"
"39308","T68251","D0S3PN","Patented","Inhibitor","MMP2"
"39309","T68251","D0X6GG","Patented","Inhibitor","MMP2"
"39310","T68290","D0X1AF","Patented","Inhibitor","CTSS"
"39311","T68547","D00ACL","Patented","Inhibitor","HDAC1"
"39312","T68547","D00LLN","Patented","Inhibitor","HDAC1"
"39313","T68547","D03EUD","Patented","Inhibitor","HDAC1"
"39314","T68547","D04MVN","Patented","Inhibitor","HDAC1"
"39315","T68547","D04VQE","Patented","Inhibitor","HDAC1"
"39316","T68547","D08GBR","Patented","Inhibitor","HDAC1"
"39317","T68547","D08SNJ","Patented","Inhibitor","HDAC1"
"39318","T68547","D08XLK","Patented","Inhibitor","HDAC1"
"39319","T68547","D08ZJZ","Patented","Inhibitor","HDAC1"
"39320","T68547","D0BY1R","Patented","Inhibitor","HDAC1"
"39321","T68547","D0CH4M","Patented","Inhibitor","HDAC1"
"39322","T68547","D0DH7R","Patented","Inhibitor","HDAC1"
"39323","T68547","D0HM6Y","Patented","Inhibitor","HDAC1"
"39324","T68547","D0JN0A","Patented","Inhibitor","HDAC1"
"39325","T68547","D0K2UF","Patented","Inhibitor","HDAC1"
"39326","T68547","D0RD7T","Patented","Inhibitor","HDAC1"
"39327","T68547","D0SF8N","Patented","Inhibitor","HDAC1"
"39328","T68547","D0W1AX","Patented","Inhibitor","HDAC1"
"39329","T76685","D0UW5J","Patented","Agonist","CNR1"
"39330","T76910","D09PGW","Patented","Inhibitor","GSK3A"
"39331","T76910","D0QW6B","Patented",".","GSK3A"
"39332","T84581","D02ODA","Patented","Inhibitor","TXNRD1"
"39333","T78710","D00ALX","Patented","Inhibitor","KCNJ1"
"39334","T78710","D01JCZ","Patented","Inhibitor","KCNJ1"
"39335","T78710","D03JCN","Patented","Inhibitor","KCNJ1"
"39336","T78710","D07CMZ","Patented","Inhibitor","KCNJ1"
"39337","T78710","D07TUN","Patented","Inhibitor","KCNJ1"
"39338","T78710","D0C4BJ","Patented","Inhibitor","KCNJ1"
"39339","T78710","D0CC7A","Patented","Inhibitor","KCNJ1"
"39340","T78710","D0D7AI","Patented","Inhibitor","KCNJ1"
"39341","T78710","D0E2WS","Patented","Inhibitor","KCNJ1"
"39342","T78710","D0FC5J","Patented","Inhibitor","KCNJ1"
"39343","T78710","D0O1RL","Patented","Inhibitor","KCNJ1"
"39344","T78710","D0XK7H","Patented","Inhibitor","KCNJ1"
"39345","T75440","D00UDJ","Patented","Ligand","TSPO"
"39346","T75440","D01DWN","Patented","Ligand","TSPO"
"39347","T75440","D01KPW","Patented","Ligand","TSPO"
"39348","T75440","D01LOJ","Patented","Ligand","TSPO"
"39349","T75440","D01PXI","Patented","Ligand","TSPO"
"39350","T75440","D03ENW","Patented","Ligand","TSPO"
"39351","T75440","D04JEH","Patented","Ligand","TSPO"
"39352","T75440","D05GJL","Patented","Ligand","TSPO"
"39353","T75440","D08RNV","Patented","Ligand","TSPO"
"39354","T75440","D08XOA","Patented","Ligand","TSPO"
"39355","T75440","D09GSO","Patented","Ligand","TSPO"
"39356","T75440","D0B3RK","Patented","Ligand","TSPO"
"39357","T75440","D0FR9I","Patented","Ligand","TSPO"
"39358","T75440","D0G5FS","Patented","Ligand","TSPO"
"39359","T75440","D0G7HK","Patented","Ligand","TSPO"
"39360","T75440","D0GN5R","Patented","Ligand","TSPO"
"39361","T75440","D0GY0E","Patented","Ligand","TSPO"
"39362","T75440","D0H2RG","Patented","Ligand","TSPO"
"39363","T75440","D0HS8T","Patented","Ligand","TSPO"
"39364","T75440","D0KZ5O","Patented","Ligand","TSPO"
"39365","T75440","D0L5EG","Patented","Ligand","TSPO"
"39366","T75440","D0O8DG","Patented","Ligand","TSPO"
"39367","T75440","D0X1MJ","Patented","Ligand","TSPO"
"39368","T75440","D0X8TY","Patented","Ligand","TSPO"
"39369","T75440","D0Z1KU","Patented","Ligand","TSPO"
"39370","T75440","D0Z6RI","Patented","Ligand","TSPO"
"39371","T75440","D0ZK2Q","Patented","Ligand","TSPO"
"39372","T82720","D00TFF","Patented","Inhibitor","DYRK1B"
"39373","T82720","D04SYJ","Patented","Inhibitor","DYRK1B"
"39374","T82720","D08CUF","Patented","Inhibitor","DYRK1B"
"39375","T82720","D08DIJ","Patented","Inhibitor","DYRK1B"
"39376","T82720","D09CDR","Patented","Inhibitor","DYRK1B"
"39377","T82720","D0B8IQ","Patented","Inhibitor","DYRK1B"
"39378","T82720","D0C0BP","Patented","Inhibitor","DYRK1B"
"39379","T82720","D0CC7E","Patented","Inhibitor","DYRK1B"
"39380","T82720","D0DT5I","Patented","Inhibitor","DYRK1B"
"39381","T82720","D0GE4F","Patented","Inhibitor","DYRK1B"
"39382","T82720","D0O9BK","Patented","Inhibitor","DYRK1B"
"39383","T82720","D0PJ1W","Patented","Inhibitor","DYRK1B"
"39384","T82720","D0SB1W","Patented","Inhibitor","DYRK1B"
"39385","T83011","D04OXC","Patented","Inhibitor","MAOB"
"39386","T83011","D07UZL","Patented","Inhibitor","MAOB"
"39387","T83011","D0C7LB","Patented","Inhibitor","MAOB"
"39388","T83011","D0L9FL","Patented","Inhibitor","MAOB"
"39389","T83011","D0Z5VD","Patented","Inhibitor","MAOB"
"39390","T84486","D0BU3L","Patented","Antagonist","OXTR"
"39391","T86399","D03RPJ","Patented","Inhibitor","BRD2"
"39392","T88304","D02WRM","Patented","Inhibitor","DNMT1"
"39393","T88304","D0HA0J","Patented","Inhibitor","DNMT1"
"39394","T88304","D0QY0N","Patented","Inhibitor","DNMT1"
"39395","T88304","D0W9VZ","Patented","Inhibitor","DNMT1"
"39396","T88505","D0MS7G","Patented","Inhibitor","NFE2L2"
"39397","T89697","D03PQB","Patented","Inhibitor","IDO1"
"39398","T89697","D04MIQ","Patented","Inhibitor","IDO1"
"39399","T89697","D07JFY","Patented","Inhibitor","IDO1"
"39400","T89697","D09TSM","Patented","Inhibitor","IDO1"
"39401","T89697","D0E8XV","Patented","Inhibitor","IDO1"
"39402","T89697","D0HV0Y","Patented","Inhibitor","IDO1"
"39403","T89697","D0IE8M","Patented","Inhibitor","IDO1"
"39404","T89697","D0IS1M","Patented","Inhibitor","IDO1"
"39405","T89697","D0MO3W","Patented","Inhibitor","IDO1"
"39406","T89697","D0N6UO","Patented","Inhibitor","IDO1"
"39407","T90985","D03RPJ","Patented","Inhibitor","BRDT"
"39408","T92803","D00TFF","Patented","Inhibitor","DYRK1A"
"39409","T92803","D02GEJ","Patented","Inhibitor","DYRK1A"
"39410","T92803","D04SYJ","Patented","Inhibitor","DYRK1A"
"39411","T92803","D08CUF","Patented","Inhibitor","DYRK1A"
"39412","T92803","D08DIJ","Patented","Inhibitor","DYRK1A"
"39413","T92803","D09CDR","Patented","Inhibitor","DYRK1A"
"39414","T92803","D0B8IQ","Patented","Inhibitor","DYRK1A"
"39415","T92803","D0C0BP","Patented","Inhibitor","DYRK1A"
"39416","T92803","D0CC7E","Patented","Inhibitor","DYRK1A"
"39417","T92803","D0DT5I","Patented","Inhibitor","DYRK1A"
"39418","T92803","D0GE4F","Patented","Inhibitor","DYRK1A"
"39419","T92803","D0O9BK","Patented","Inhibitor","DYRK1A"
"39420","T92803","D0PJ1W","Patented","Inhibitor","DYRK1A"
"39421","T92803","D0RG1T","Patented","Inhibitor","DYRK1A"
"39422","T92803","D0SB1W","Patented","Inhibitor","DYRK1A"
"39423","T71377","D0UP8U","Phase 1","CAR-T-Cell-Therapy","IL3RA"
"39427","T99948","D0X1GN","Phase 1","Inhibitor","CD274"
"39429","T54156","D0DB0Z","Patented","Inhibitor","MMP9"
"39430","T83198","D0JH8Z","Patented","Modulator","KEAP1"
"39431","T83198","D01GTU","Patented","Modulator","KEAP1"
"39432","T83198","D0N9GH","Patented","Modulator","KEAP1"
"39433","T83198","D0WN1Y","Patented","Modulator","KEAP1"
"39434","T83198","D0RM4V","Patented","Modulator","KEAP1"
"39435","T83198","D0AX4Q","Patented","Modulator","KEAP1"
"39436","T83198","D0AJ2T","Patented","Modulator","KEAP1"
"39437","T83198","D0XL2V","Patented","Modulator","KEAP1"
"39438","T83198","D0KX0J","Patented","Modulator","KEAP1"
"39439","T83198","D0U9TR","Patented","Modulator","KEAP1"
"39440","T83198","D0EO3S","Patented","Modulator","KEAP1"
"39441","T83198","D0G1LS","Patented","Modulator","KEAP1"
"39442","T83198","D02SPI","Patented","Modulator","KEAP1"
"39443","T83198","D04ILM","Patented","Modulator","KEAP1"
"39444","T83198","D0AZ8T","Patented","Modulator","KEAP1"
"39445","T83198","D06LEF","Patented","Modulator","KEAP1"
"39446","T83198","D0VA2G","Patented","Modulator","KEAP1"
"39447","T83198","D01MZI","Patented","Modulator","KEAP1"
"39448","T83198","D0L1JQ","Patented","Modulator","KEAP1"
"39449","T83198","D0FM3Q","Patented","Modulator","KEAP1"
"39450","T83198","D0FH6P","Patented","Modulator","KEAP1"
"39451","T83198","D0MX0Q","Patented","Modulator","KEAP1"
"39452","T83198","D01PKZ","Patented","Modulator","KEAP1"
"39453","T83198","D0SA1N","Patented","Modulator","KEAP1"
"39454","T83198","D02YNU","Patented","Modulator","KEAP1"
"39455","T83198","D0VW9H","Patented","Modulator","KEAP1"
"39456","T83198","D0MQ3X","Patented","Modulator","KEAP1"
"39457","T83198","D0C1PB","Patented","Modulator","KEAP1"
"39458","T83198","D09FZF","Patented","Modulator","KEAP1"
"39459","T83198","D0Q9QQ","Patented","Modulator","KEAP1"
"39460","T83198","D0N1VC","Patented","Modulator","KEAP1"
"39461","T83198","D0G4EK","Patented","Modulator","KEAP1"
"39462","T72491","D00TVL","Patented","Modulator","KEAP1-NFE2L2"
"39463","T72491","D02JFV","Patented","Modulator","KEAP1-NFE2L2"
"39464","T72491","D0O3KN","Patented","Modulator","KEAP1-NFE2L2"
"39465","T72491","D0LL7V","Patented","Modulator","KEAP1-NFE2L2"
"39466","T72491","D0WR1I","Patented","Modulator","KEAP1-NFE2L2"
"39467","T72491","D02FWA","Patented","Modulator","KEAP1-NFE2L2"
"39468","T76454","D0O6LW","Patented","Modulator","KEAP1-NFE2L2"
"39469","T76454","D0MS7G","Patented","Modulator","KEAP1-NFE2L2"
"39470","T72491","D0Q8JZ","Patented","Modulator","KEAP1-NFE2L2"
"39471","T80959","D09MSN","Patented","Modulator","KEAP1-NFE2L2"
"39472","T80959","D0AR0L","Patented","Modulator","KEAP1-NFE2L2"
"39473","T80959","D0I2DV","Patented","Modulator","KEAP1-NFE2L2"
"39474","T88505","D0R2AI","Patented","Inhibitor","NFE2L2"
"39475","T54156","D0Q4QB","Patented","Inhibitor","MMP9"
"39476","T97035","D0Y1LO","Patented","Inhibitor","TYR"
"39477","T68251","D05GAP","Patented","Inhibitor","MMP2"
"39478","T86702","D05GAP","Patented","Inhibitor","MMP3"
"39479","T54156","D0W7HO","Patented","Inhibitor","MMP9"
"39480","T55986","D02CQG","Patented","Inhibitor","PSMB7"
"39481","T54973","D02CQG","Patented","Inhibitor","PSMB6"
"39482","T49031","D02PJI","Patented","Inhibitor","PSMB5"
"39483","T06792","D02PJI","Patented","Inhibitor","PSMB9"
"39484","T54973","D02PJI","Patented","Inhibitor","PSMB6"
"39485","T09022","D02PJI","Patented","Inhibitor","PSMB10"
"39486","T55986","D02PJI","Patented","Inhibitor","PSMB7"
"39487","T77350","D08HPR","Patented","Inhibitor","PSMB8"
"39488","T77350","D09WUW","Patented","Inhibitor","PSMB8"
"39489","T77350","D0P8VL","Patented","Inhibitor","PSMB8"
"39490","T77350","D0Q0XN","Patented","Inhibitor","PSMB8"
"39491","T49031","D0T1YB","Patented","Inhibitor","PSMB5"
"39492","T06792","D0T1YB","Patented","Inhibitor","PSMB9"
"39493","T54973","D0T1YB","Patented","Inhibitor","PSMB6"
"39494","T09022","D0T1YB","Patented","Inhibitor","PSMB10"
"39495","T55986","D0T1YB","Patented","Inhibitor","PSMB7"
"39496","T64205","D0XQ3F","Patented","Inhibitor","STAT1"
"39540","T11791","D0Z5GO","Patented","Inhibitor","SLC33A1"
"39541","T11791","D0K8EF","Patented","Inhibitor","SLC33A1"
"39542","T11791","D0TI5Y","Patented","Inhibitor","SLC33A1"
"39543","T20953","D03RBY","Patented","Inhibitor","BUB1"
"39544","T20953","D01EUT","Patented","Inhibitor","BUB1"
"39545","T20953","D0I3PZ","Patented","Inhibitor","BUB1"
"39546","T05904","D0Z7YQ","Patented","Inhibitor","PDE8A"
"39547","T05904","D0SH7F","Patented","Inhibitor","PDE8A"
"39548","T05904","D0EN2M","Patented","Inhibitor","PDE8A"
"39549","T05904","D05SRL","Patented","Inhibitor","PDE8A"
"39550","T05904","D0EF6R","Patented","Inhibitor","PDE8A"
"39551","T05904","D0A5JS","Patented","Inhibitor","PDE8A"
"39552","T79570","D0UM5R","Patented","Inhibitor","ADAMTS4"
"39553","T79570","D0G1LL","Patented","Inhibitor","ADAMTS4"
"39554","T79570","D0N6ZA","Patented","Inhibitor","ADAMTS4"
"39555","T01003","D0VP7R","Patented","Inhibitor","ERN1"
"39556","T01003","D01UPA","Patented","Inhibitor","ERN1"
"39557","T01003","D0KF0D","Patented","Inhibitor","ERN1"
"39558","T01003","D0M2TO","Patented","Inhibitor","ERN1"
"39559","T01003","D0AV6X","Patented","Inhibitor","ERN1"
"39560","T01003","D00OUG","Patented","Inhibitor","ERN1"
"39561","T01003","D0GK1K","Patented","Inhibitor","ERN1"
"39562","T01003","D0TA9C","Patented","Inhibitor","ERN1"
"39563","T01003","D0DV4H","Patented","Inhibitor","ERN1"
"39564","T01003","D0XX5N","Patented","Inhibitor","ERN1"
"39565","T01003","D0ZP0G","Patented","Inhibitor","ERN1"
"39566","T83196","D0RP0H","Patented","Inhibitor","PSIP1"
"39567","T83196","D08LBW","Patented","Inhibitor","PSIP1"
"39568","T83196","D09SDN","Patented","Inhibitor","PSIP1"
"39569","T50224","D0Y3AM","Patented","Inhibitor","RPS6KA5"
"39570","T47888","D0QU9I","Patented","Inhibitor","S1PR2"
"39571","T47888","D0T8FV","Patented","Inhibitor","S1PR2"
"39572","T47888","D0PW0R","Patented","Inhibitor","S1PR2"
"39573","T47888","D0J5YV","Patented","Inhibitor","S1PR2"
"39574","T47888","D0C4AW","Patented","Inhibitor","S1PR2"
"39575","T71367","D0HK8C","Patented","Inhibitor","MAP4K4"
"39576","T71367","D0L2FW","Patented","Inhibitor","MAP4K4"
"39577","T71367","D00SDR","Patented","Inhibitor","MAP4K4"
"39578","T55703","D01KKC","Patented","Inhibitor","RBP4"
"39579","T55703","D08PYU","Patented","Inhibitor","RBP4"
"39580","T55703","D0D5AI","Patented","Inhibitor","RBP4"
"39581","T55703","D0I1LE","Patented","Inhibitor","RBP4"
"39582","T55703","D0IV0E","Patented","Inhibitor","RBP4"
"39583","T55703","D0J9YV","Patented","Inhibitor","RBP4"
"39584","T55703","D05AIC","Patented","Inhibitor","RBP4"
"39585","T55703","D04BAA","Patented","Inhibitor","RBP4"
"39586","T55703","D0YU9U","Patented","Inhibitor","RBP4"
"39587","T55703","D0K0IZ","Patented","Inhibitor","RBP4"
"39588","T55703","D02TPQ","Patented","Inhibitor","RBP4"
"39589","T73471","D04LWZ","Patented","Inhibitor","HPN"
"39590","T31406","D07PDQ","Patented","Inhibitor","HCK"
"39591","T31406","D0D5PL","Patented","Inhibitor","HCK"
"39592","T31406","D07FAF","Patented","Inhibitor","HCK"
"39593","T31406","D04XHJ","Patented","Inhibitor","HCK"
"39594","T31406","D0Y9PK","Patented","Inhibitor","HCK"
"39595","T31406","D0H0SM","Patented","Inhibitor","HCK"
"39596","T31406","D0Y4TK","Patented","Inhibitor","HCK"
"39597","T31406","D0B7VP","Patented","Inhibitor","HCK"
"39598","T40488","D0MK8L","Patented","Inhibitor","MMP10"
"39599","T40488","D0KZ0M","Patented","Inhibitor","MMP10"
"39600","T40488","D09GMS","Patented","Inhibitor","MMP10"
"39601","T09544","D0N0DD","Patented","Inhibitor","LGALS1"
"39602","T09544","D0N5RH","Patented","Inhibitor","LGALS1"
"39603","T09544","D0D1JC","Patented","Inhibitor","LGALS1"
"39604","T68706","D02QTG","Patented","Inhibitor","FURIN"
"39605","T68706","D0W2BO","Patented","Inhibitor","FURIN"
"39606","T68706","D0R9MA","Patented","Inhibitor","FURIN"
"39607","T88126","D0A0BS","Patented","Inhibitor","Bact nadD"
"39608","T88126","D0UF5V","Patented","Inhibitor","Bact nadD"
"39609","T88126","D0ND9W","Patented","Inhibitor","Bact nadD"
"39610","T36725","D01XTB","Patented","Inhibitor","CPB1"
"39611","T36725","D01OFO","Patented","Inhibitor","CPB1"
"39612","T36725","D0YI7A","Patented","Inhibitor","CPB1"
"39613","T42881","D0XA0Y","Patented","Inhibitor","CMV UL80"
"39614","T42881","D0N6ZR","Patented","Inhibitor","CMV UL80"
"39615","T20669","D00QNV","Patented","Inhibitor","PRKACA"
"39616","T20669","D0B6VY","Patented","Inhibitor","PRKACA"
"39617","T20669","D06GXM","Patented","Inhibitor","PRKACA"
"39618","T04831","D0Z0BQ","Patented","Inhibitor","EIF2AK2"
"39619","T04831","D0QZ4B","Patented","Inhibitor","EIF2AK2"
"39620","T04831","D05GPF","Patented","Inhibitor","EIF2AK2"
"39621","T80526","D0H6DS","Patented","Inhibitor","CSNK2A2"
"39622","T80526","D0E7ZS","Patented","Inhibitor","CSNK2A2"
"39623","T80526","D01QPX","Patented","Inhibitor","CSNK2A2"
"39624","T80526","D0NM6I","Patented","Inhibitor","CSNK2A2"
"39625","T80526","D0XY1Z","Patented","Inhibitor","CSNK2A2"
"39626","T80526","D0D2CR","Patented","Inhibitor","CSNK2A2"
"39627","T41666","D0J6BK","Patented","Inhibitor","Malaria LACZ"
"39628","T41666","D06TXN","Patented","Inhibitor","Malaria LACZ"
"39629","T41666","D0A5NU","Patented","Inhibitor","Malaria LACZ"
"39630","T81780","D0YE0V","Patented","Inhibitor","UBA1"
"39631","T81780","D0QQ3B","Patented","Inhibitor","UBA1"
"39632","T81780","D0P3PT","Patented","Inhibitor","UBA1"
"39633","T62548","D0YB5B","Patented","Inhibitor","GRK2"
"39634","T62548","D0OE2R","Patented","Inhibitor","GRK2"
"39635","T62548","D04WNI","Patented","Inhibitor","GRK2"
"39636","T62548","D0ZS0I","Patented","Inhibitor","GRK2"
"39637","T62548","D0YD7S","Patented","Inhibitor","GRK2"
"39638","T64597","D0QG9P","Patented","Inhibitor","ITGB8"
"39639","T64597","D0UB5E","Patented","Inhibitor","ITGB8"
"39640","T64597","D04KXV","Patented","Inhibitor","ITGB8"
"39641","T90751","D0Y6FF","Patented","Inhibitor","MGAT1"
"39642","T90751","D01OZO","Patented","Inhibitor","MGAT1"
"39643","T90751","D0NT3V","Patented","Inhibitor","MGAT1"
"39644","T90751","D0V1PW","Patented","Inhibitor","MGAT1"
"39645","T90751","D01DYO","Patented","Inhibitor","MGAT1"
